,STATE,STATEABBRV,COUNTY,POPULATION,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,RESL_VALUE,RESL_SCORE,RESL_RATNG,RESL_SPCTL,COUNTY_Name,Access to Exercise Opportunities,Food Environment Index,Primary Care Physicians,Air Pollution: Particulate Matter,Broadband Access,Life Expectancy,Traffic Volume,Homeownership,Access to Parks,Average Temperature F,Maximum Temperature F,Minimum Temperature F,Precipitation_inches,median_sale_price,median_list_price,median_ppsf,homes_sold,new_listings,inventory,months_of_supply,median_dom_months,Unemployment_Rate,crime_rate_per_100000,Family,Monthly_Housing,Monthly_Food,Monthly_Transportation,Monthly_Healthcare,Monthly_Other Necessities ,Monthly_Childcare,Monthly_Taxes,Monthly_Total,ranking_score,RISK_RATNG_score,RESL_RATNG_score,rank
940,KANSAS,KS,HASKELL,0.000368792,0.999228718,0.649267982,Very Low,0.497195558,0.570050277,0.247000008,Relatively Low,0.110784867,HASKELL,0.594973545,0.83,0.110760208,0.857142857,0.79101823,0.619449942,0.999255803,0.790911394,0.049861974,0.661073826,0.739197531,0.523728814,0.085832724,0.046308548,0.042218817,0.01487151,0.000408142,0.000337359,0.000554868,0.939393939,0.958144552,0.9,0.862393582,2p1c,0.902020527,0.895348807,0.14572377,0.431683171,0.902897217,0.909816553,0.83409031,0.850055621,0.559084259,1,1,2499
2202,OKLAHOMA,OK,PITTSBURG,0.004348444,0.997146101,0.251432209,Relatively Low,0.338996971,0.595306841,0.323400002,Relatively Low,0.543657923,PITTSBURG,0.488360405,0.58,0.075009407,0.80952381,0.724245581,0.429826805,0.983735953,0.733555225,0.018687319,0.776845638,0.790123457,0.701694915,0.245257254,0.047622676,0.041399176,0.016008354,0.007577236,0.008757844,0.013090767,0.939393939,0.956202805,0.752941176,0.859783237,2p1c,0.896617504,0.843023241,0.392341267,0.72002067,0.882977671,0.791003053,0.876451963,0.906408805,0.559069391,1,1,2500
1849,NEW YORK,NY,COLUMBIA,0.006145029,0.998301024,0.383195417,Relatively Low,0.437205151,0.729788365,0.740599976,Relatively High,0.400867015,COLUMBIA,0.615007309,0.84,0.069708125,0.828042328,0.773843364,0.626868221,0.98609334,0.773855174,0.117167452,0.552013423,0.561728395,0.5,0.176152158,0.120287929,0.10649202,0.037178041,0.011356982,0.011240807,0.017200898,0.949494949,0.935490831,0.841176471,0.903873594,2p1c,0.814434675,0.759689946,0.309219033,0.517276499,0.784172565,0.657186423,0.737234972,0.733012073,0.559064999,1,1,2501
1696,NEBRASKA,NE,FRONTIER,0.000245361,0.999524859,0.808084023,Very Low,0.70168728,0.591557123,0.310599995,Relatively Low,0.211951209,FRONTIER,0.607780865,0.73,0.09720193,0.880952381,0.483614581,0.63658389,0.999762374,0.738200315,0.046843986,0.595637584,0.658950617,0.479661017,0.105974153,0.02777998,0.026582501,0.00831042,0.000141962,6.74718E-05,7.7065E-05,0.97979798,0.955124056,0.9,1,2p1c,0.904864224,0.8914729,0.134760511,0.433505524,0.904379178,0.840044187,0.83754665,0.83311667,0.559059621,1,1,2502
1499,MISSOURI,MO,BARRY,0.003436759,0.996615919,0.220560153,Relatively Low,0.183330469,0.562880668,0.226900005,Relatively Low,0.214297989,BARRY,0.522847049,0.68,0.129024131,0.814814815,0.648853063,0.510839359,0.989911505,0.769137807,0.187438466,0.703020134,0.722222222,0.627118644,0.182492075,0.055885854,0.051303749,0.020588045,0.005767217,0.006369341,0.008513109,0.949494949,0.970442287,0.811764706,0.839809913,2p1c,0.926191948,0.903100764,0.360419552,0.730550029,0.927155665,0.95924239,0.949977062,0.989692722,0.559050263,1,1,2503
674,ILLINOIS,IL,MONTGOMERY,0.002819707,0.99861352,0.437301082,Relatively Low,0.442920251,0.715178353,0.690999985,Relatively High,0.271642254,MONTGOMERY,0.383024604,0.77,0.06747004,0.80952381,0.659033767,0.500831795,0.980992277,0.783103636,0.229107749,0.647651007,0.651234568,0.591525424,0.185418191,0.026091563,0.020037497,0.009522173,0.004134651,0.003238648,0.003380583,0.96969697,0.962243797,0.717647059,0.81168422,2p1c,0.923348251,0.887596918,0.328604704,0.537379948,0.920120511,0.744429421,0.813735446,0.860276091,0.559039012,1,1,2504
2685,TEXAS,TX,LOVING,0,1,1,Very Low,1,0.274502247,0.0035,Very Low,0.015810277,LOVING,0.623230963,0.59,0,0.828042328,0.732193732,0.503970959,0.999756872,0.114094368,0.190818708,0.832214765,0.890432099,0.703389831,0.018970983,0.060364187,0.051632137,0.019736146,0.002289142,0.002941772,0.004603347,0.929292929,0.951240561,1,1,2p1c,0.863914994,0.843023241,0.051489259,0.809316268,0.853162638,0.809200708,0.919335825,0.864406508,0.558921945,1,1,2505
1100,KENTUCKY,KY,PENDLETON,0.001455278,0.998729687,0.469446213,Relatively Low,0.284453228,0.649325634,0.484099998,Relatively Moderate,0.673715415,PENDLETON,0.291928435,0.79,0.04717112,0.82010582,0.5357556,0.450249431,0.999058302,0.759787624,0.036738596,0.656040268,0.666666667,0.591525424,0.199366008,0.040175004,0.033562946,0.200783747,0.00251983,0.002118615,0.001859834,0.96969697,0.981661273,0.782352941,0.945246434,2p1c,0.894807088,0.945736446,0.23433687,0.68292848,0.910758897,0.676970326,0.801486822,0.843179248,0.558895013,1,1,2506
239,CALIFORNIA,CA,SUTTER,0.00995008,0.976312397,0.039465309,Relatively High,0.432738176,0.666480558,0.536300011,Relatively Moderate,0.619190405,SUTTER,0.820611645,0.75,0.130414849,0.592592593,0.777537104,0.579965862,0.910661514,0.607706971,0.569289292,0.791946309,0.833333333,0.684745763,0.098561327,0.109628687,0.091445506,0.036922471,0.010647171,0.010498617,0.007649981,0.97979798,0.988996764,0.558823529,0.809957671,2p1c,0.717494057,0.80620152,0.414997324,0.599577284,0.709119012,0.58336036,0.779610148,0.712558271,0.558877246,1,1,2507
2557,TEXAS,TX,BRISCOE,0.000136523,0.999504272,0.797899427,Very Low,0.81027668,0.545031228,0.186800003,Very Low,0.403162055,BRISCOE,0.292682927,0.17,0.122777726,0.878306878,0.412852853,0.503970959,0.983644441,0.802977663,0.014634146,0.758389262,0.797839506,0.655932203,0.102170202,0.039366963,0.022629517,0.010565015,0.000177453,0.000148438,0.000200369,0.949494949,0.931391586,0.794117647,1,2p1c,0.895480025,0.901162769,0.250840688,0.730954847,0.898600138,0.813606931,0.955753113,0.921035047,0.558862861,1,1,2508
1695,NEBRASKA,NE,FRANKLIN,0.000282341,0.99921796,0.643220878,Very Low,0.453397934,0.623794711,0.410600014,Relatively Moderate,0.319903098,FRANKLIN,0.394254067,0.67,0.118675267,0.875661376,0.636779964,0.47544281,0.999980758,0.815907401,0.174782123,0.610738255,0.654320988,0.515254237,0.118458912,0.029606889,0.01988505,0.008021068,0.000212943,9.44606E-05,0.000107891,0.97979798,0.972384035,0.894117647,0.98152907,2p1c,0.904864224,0.881782956,0.135646259,0.573827129,0.901602593,0.840044187,0.8596163,0.860068509,0.558847057,1,1,2509
2061,OHIO,OH,BROWN,0.00435634,0.998833018,0.502546149,Relatively Low,0.410707869,0.62366595,0.409900017,Relatively Moderate,0.121541502,BROWN,0.398525506,0.76,0.043397655,0.806878307,0.665192962,0.461799371,0.993056198,0.781890802,0.070977196,0.627516779,0.651234568,0.554237288,0.201267983,0.060382207,0.051534864,0.021600042,0.007754689,0.007219486,0.008009618,0.95959596,0.96763754,0.776470588,0.98970128,2p1c,0.901736158,0.889534913,0.324340649,0.778777023,0.900971996,0.780560323,0.916428062,0.923382813,0.558829092,1,1,2510
2364,SOUTH CAROLINA,SC,ORANGEBURG,0.008407152,0.989686831,0.082431572,Relatively Moderate,0.196425503,0.621367071,0.400699997,Relatively Moderate,0.498023715,ORANGEBURG,0.493713119,0.69,0.083053523,0.82010582,0.568499594,0.400265177,0.981901185,0.676758657,0.082210323,0.796979866,0.799382716,0.73220339,0.234918313,0.058892003,0.048814636,0.019175068,0.009582453,0.009634977,0.016014098,0.939393939,0.939158576,0.758823529,0.763777767,2p1c,0.880692804,0.905038751,0.42394811,0.854875215,0.886229204,0.793536623,0.936036287,0.951475128,0.558803317,1,1,2511
370,FLORIDA,FL,MADISON,0.00178899,0.997738041,0.296626353,Relatively Low,0.824140169,0.511790692,0.114300003,Very Low,0.250781665,MADISON,0.46794301,0.7,0.018838265,0.82010582,0.479274117,0.458726262,0.9980674,0.739390352,0.050089047,0.854026846,0.859567901,0.783050847,0.264569617,0.057025966,0.052267544,0.018702117,0.001703547,0.001754268,0.002841128,0.929292929,0.943257821,0.823529412,0.531431335,2p1c,0.895480025,0.835271284,0.379795868,0.752823086,0.879719362,0.840044187,0.971177682,0.944932182,0.558796629,1,1,2512
2491,TENNESSEE,TN,LINCOLN,0.00352271,0.998454072,0.407383832,Relatively Low,0.338173497,0.571034011,0.251399994,Relatively Low,0.365924693,LINCOLN,0.281293355,0.8,0.07292234,0.843915344,0.571377803,0.45233316,0.990061958,0.790988594,0.099462133,0.724832215,0.736111111,0.654237288,0.236966594,0.062370003,0.056129954,0.02240494,0.006601246,0.006288375,0.007439337,0.95959596,0.962243797,0.829411765,0.734002248,2p1c,0.90799229,0.877906974,0.357758624,0.661705192,0.903343823,0.878598539,0.975124127,0.951037016,0.558758723,1,1,2513
253,COLORADO,CO,BOULDER,0.033040139,0.991995551,0.105028644,Relatively Moderate,0.094120553,0.721122356,0.710100021,Relatively High,0.905879447,BOULDER,0.954428918,0.89,0.20647251,0.764550265,0.90274135,0.703330354,0.908756638,0.641342306,0.794638376,0.464765101,0.529320988,0.357627119,0.090075591,0.184237203,0.153501321,0.048857868,0.074405977,0.073625261,0.074121074,0.96969697,0.969795038,0.852941176,0.903695568,2p1c,0.522387046,0.631782906,0.433262291,0.841951077,0.481260469,0.327711973,0.541108696,0.495678706,0.558733921,1,1,2514
291,COLORADO,CO,MORGAN,0.002901561,0.997496011,0.27657543,Relatively Low,0.156867589,0.609393489,0.364099998,Relatively Low,0.482336957,MORGAN,0.760365498,0.82,0.095012217,0.833333333,0.822960954,0.536541578,0.967229283,0.668527022,0.360757102,0.570469799,0.654320988,0.433898305,0.068812485,0.088668274,0.07167867,0.022974831,0.00590918,0.006261386,0.007105389,0.95959596,0.963538296,0.841176471,0.949846133,2p1c,0.798509975,0.875968987,0.326759371,0.680103345,0.802972984,0.802150778,0.829903644,0.833313893,0.558708429,1,1,2515
297,COLORADO,CO,PROWERS,0.001190827,0.999284976,0.677912158,Very Low,0.360795455,0.531886912,0.153699999,Very Low,0.215662055,PROWERS,0.67355613,0.68,0.057438197,0.873015873,0.68102654,0.490095851,0.960664361,0.721989363,0.450795843,0.632550336,0.723765432,0.483050847,0.070470617,0.044375582,0.040214046,0.014801008,0.00124217,0.001308954,0.001880385,0.939393939,0.948435814,0.852941176,0.911913307,2p1c,0.864483734,0.91860464,0.313518106,0.680103345,0.875338536,0.766570616,0.859937037,0.872446222,0.55865901,1,1,2516
1249,MICHIGAN,MI,BARAGA,0.000807944,0.999911527,0.980903883,Very Low,0.919281871,0.672991108,0.557000008,Relatively Moderate,0.213772084,BARAGA,0.178720275,0.74,0.125811674,0.907407407,0.643481401,0.519901241,0.994539241,0.790215475,0.178720275,0.42114094,0.438271605,0.371186441,0.165959522,0.038387996,0.052913476,0.017842875,0.001597076,0.001187504,0.001551574,0.95959596,0.954045307,0.652941176,0.908250782,2p1c,0.895480025,0.817829459,0.284244165,0.621208546,0.874721514,0.762935509,0.829992959,0.849080395,0.558595755,1,1,2517
2722,TEXAS,TX,POTTER,0.011837114,0.99054341,0.089115213,Relatively Moderate,0.090909091,0.584756563,0.291200008,Relatively Low,0.541501976,POTTER,0.860653871,0.61,0.150756592,0.891534392,0.729405861,0.418409966,0.920010876,0.58050691,0.385336427,0.729865772,0.782407407,0.613559322,0.076908071,0.047013363,0.036514289,0.017995629,0.01715969,0.019094528,0.024665923,0.949494949,0.965480043,0.835294118,0.662302532,2p1c,0.862772658,0.860465149,0.449868942,0.713908543,0.857119051,0.793778969,0.955943234,0.921329737,0.558485505,1,1,2518
606,IDAHO,ID,WASHINGTON,0.001040812,0.999118584,0.600254615,Very Low,0.365073662,0.512085653,0.1146,Very Low,0.292669781,WASHINGTON,0.693165791,0.785,0.085790783,0.843915344,0.768437829,0.584581384,0.988968266,0.77503113,0.161433209,0.52852349,0.552469136,0.459322034,0.103779566,0.079469375,0.071264917,0.031937394,0.002466595,0.002334525,0.002877092,0.939393939,0.958576052,0.782352941,0.977078513,2p1c,0.856237014,0.732558154,0.357537816,0.849582717,0.814509519,0.868948934,0.891176692,0.904972753,0.5584634,1,1,2519
1134,LOUISIANA,LA,CALCASIEU,0.021646574,0.970051345,0.030872056,Relatively High,0.078433794,0.595470664,0.324000015,Relatively Low,0.388216403,CALCASIEU,0.742957308,0.68,0.135938154,0.835978836,0.713104514,0.484281572,0.967177346,0.741833448,0.078552483,0.875838926,0.844135802,0.844067797,0.276469154,0.05464612,0.044499139,0.016519494,0.031959257,0.035908508,0.057433942,0.939393939,0.949730313,0.817647059,0.712599973,2p1c,0.844588261,0.841085254,0.451804831,0.586343469,0.834987082,0.783005779,0.849688694,0.857474631,0.558458548,1,1,2520
642,ILLINOIS,IL,HENDERSON,0.000631443,0.999708821,0.90101846,Very Low,0.96458188,0.646780723,0.473899994,Relatively Moderate,0.074788809,HENDERSON,0.123688743,0.89,0.027290424,0.814814815,0.665352829,0.57941219,0.998843163,0.87833805,0.118052294,0.602348993,0.612654321,0.547457627,0.166544745,0.022299769,0.024207777,0.011070279,0.000621085,0.000404831,0.000513766,0.95959596,0.91218986,0.770588235,0.682070115,2p1c,0.923348251,0.827519403,0.232130889,0.531912889,0.90290568,0.803186229,0.802219996,0.845327373,0.558458018,1,1,2521
2909,VIRGINIA,VA,MECKLENBURG,0.002994609,0.998794056,0.489815404,Relatively Low,0.279295076,0.570996571,0.251100006,Relatively Low,0.154566258,MECKLENBURG,0.557142386,0.74,0.096812063,0.849206349,0.455294647,0.472899301,0.995367547,0.738610911,0.017777631,0.69966443,0.709876543,0.63559322,0.216825165,0.073490284,0.06655629,0.024854883,0.003336113,0.00318467,0.003488474,0.95959596,0.961812298,0.805882353,0.894832195,2p1c,0.890930111,0.875968987,0.376744887,0.871276452,0.887232857,0.852712039,0.901075126,0.95248704,0.55845233,1,1,2522
2119,OHIO,OH,PIKE,0.002695777,0.999342171,0.706556334,Very Low,0.707330219,0.593466549,0.316399994,Relatively Low,0.087315846,PIKE,0.446987596,0.69,0.044512538,0.828042328,0.591753907,0.390008968,0.985968956,0.675578747,0.043857059,0.634228188,0.652777778,0.562711864,0.194537918,0.045791906,0.045398086,0.018417172,0.002253651,0.00256393,0.002887367,0.939393939,0.956850054,0.747058824,0.963842115,2p1c,0.90827666,0.912790708,0.348250586,0.741484207,0.913598815,0.782807507,0.921597821,0.930497799,0.558445847,1,1,2523
185,ARKANSAS,AR,WASHINGTON,0.02455793,0.990633339,0.08975175,Relatively Moderate,0.026772069,0.614145958,0.377799988,Relatively Low,0.799209486,WASHINGTON,0.503817314,0.62,0.079823892,0.814814815,0.599005731,0.457135663,0.988578905,0.733870148,0.098318779,0.728187919,0.742283951,0.654237288,0.209997562,0.085791092,0.07307089,0.027694057,0.069135627,0.062573376,0.04842248,0.97979798,0.983387271,0.882352941,0.752225721,2p1c,0.858045984,0.821705433,0.412303308,0.733954545,0.841703358,0.801402878,0.862493107,0.886722929,0.558393137,1,1,2524
1503,MISSOURI,MO,BOLLINGER,0.001048708,0.998741668,0.47231063,Relatively Low,0.471421206,0.586052691,0.295699997,Relatively Low,0.32778828,BOLLINGER,0.270086117,0.67,0.03263682,0.817460317,0.61257314,0.480029274,0.997502776,0.822377648,0.26232611,0.686241611,0.689814815,0.628813559,0.206681297,0.044913332,0.035128874,0.016907255,0.001011481,0.0009581,0.001135424,0.949494949,0.959439051,0.841176471,0.922441321,2p1c,0.943158666,0.860465149,0.26511397,0.496311402,0.930407327,0.9300774,0.890831663,0.915692635,0.558356778,1,1,2525
472,GEORGIA,GA,HEARD,0.00113386,0.999651189,0.87332909,Very Low,0.833470057,0.486088021,0.0729,Very Low,0.103388272,HEARD,0.004381353,0.74,0.029789392,0.814814815,0.506180538,0.429046925,0.997907131,0.739511241,0.004381353,0.766778523,0.782407407,0.688135593,0.236576445,0.071795432,0.06066062,0.020267849,0.001508349,0.00170029,0.001767356,0.939393939,0.978856526,0.835294118,0.857025288,2p1c,0.867027065,0.928294583,0.248034191,0.861519619,0.880433893,0.868684556,0.877312328,0.923910527,0.558333943,1,1,2526
1740,NEBRASKA,NE,SALINE,0.001421897,0.997665719,0.290897518,Relatively Low,0.0971567,0.653111801,0.495900002,Relatively Moderate,0.417059799,SALINE,0.766442765,0.74,0.072825738,0.849206349,0.670794246,0.625826632,0.974243294,0.756123654,0.084592779,0.61409396,0.652777778,0.523728814,0.127286028,0.053992788,0.045992777,0.016672248,0.001756783,0.001632818,0.001068634,0.96969697,0.985113269,0.876470588,0.940708777,2p1c,0.904864224,0.777131756,0.256793691,0.632142665,0.871615462,0.840044187,0.871560523,0.874659101,0.558326818,1,1,2527
909,KANSAS,KS,CHAUTAUQUA,0.000331313,0.999294374,0.681731381,Very Low,0.53544137,0.526393176,0.1404,Very Low,0.053416149,CHAUTAUQUA,0.445398047,0.61,0.110760208,0.80952381,0.667146339,0.497103818,0.99894226,0.855057034,0.049861974,0.718120805,0.74691358,0.630508475,0.180004877,0.039458862,0.027034313,0.020263442,0.000141962,9.44606E-05,9.76156E-05,0.97979798,0.949083064,0.852941176,0.9197877,2p1c,0.902020527,0.802325546,0.276399819,0.717793557,0.876241976,0.909816553,0.886275413,0.915430575,0.558283838,1,1,2528
1184,LOUISIANA,LA,WEBSTER,0.003686918,0.998711864,0.463717377,Relatively Low,0.70590415,0.547985797,0.192199993,Very Low,0.137228261,WEBSTER,0.583520437,0.54,0.109493548,0.801587302,0.243008691,0.386498306,0.988284354,0.700311094,0.128871696,0.820469799,0.814814815,0.76440678,0.293635699,0.032431815,0.030904802,0.011760611,0.003442585,0.003495041,0.00455197,0.949494949,0.965480043,0.758823529,0.812289257,2p1c,0.919082706,0.893410812,0.454976243,0.617968482,0.917897557,0.863066639,0.917827992,0.949129855,0.558259294,1,1,2529
200,CALIFORNIA,CA,HUMBOLDT,0.013583128,0.969875383,0.02991725,Relatively High,0.415428649,0.681164459,0.583699989,Relatively Moderate,0.636499932,HUMBOLDT,0.883052549,0.76,0.104888442,0.801587302,0.816026786,0.542232022,0.909802413,0.577792194,0.522412669,0.625838926,0.635802469,0.566101695,0.367227505,0.10682384,0.090983488,0.041578539,0.020265115,0.020997234,0.023535637,0.95959596,0.979719525,0.747058824,0.835186098,2p1c,0.768366792,0.645348764,0.435458508,0.397637723,0.709408596,0.643637337,0.76529069,0.694619829,0.558211157,1,1,2530
2480,TENNESSEE,TN,HICKMAN,0.0024794,0.998906133,0.524506684,Very Low,0.549531933,0.528258626,0.145100002,Very Low,0.175702101,HICKMAN,0.306519559,0.77,0.034033498,0.85978836,0.560797721,0.395602907,0.998345759,0.797542006,0.099462133,0.724832215,0.739197531,0.650847458,0.218873446,0.077769632,0.07087689,0.028293323,0.003549057,0.00361649,0.004315638,0.949494949,0.955555556,0.852941176,0.863806674,2p1c,0.90799229,0.841085254,0.343773381,0.661705192,0.892792819,0.878598539,0.968583103,0.940916376,0.558149845,1,1,2531
283,COLORADO,CO,LASANIMAS,0.001441886,0.999474588,0.781985996,Very Low,0.549036561,0.538119339,0.169300003,Very Low,0.231348814,LAS ANIMAS,0.708691171,0.63,0.094174617,0.902116402,0.717718366,0.497598918,0.976885912,0.719913159,0.477705256,0.573825503,0.655864198,0.437288136,0.080858327,0.065595989,0.054908466,0.019502609,0.002856991,0.003791917,0.006776578,0.909090909,0.937864078,0.723529412,0.928998289,2p1c,0.818415851,0.833333297,0.331616458,0.680103345,0.80890428,0.790804782,0.831277687,0.835106828,0.558145623,1,1,2532
1203,MAINE,ME,WASHINGTON,0.003094252,0.998535354,0.423297263,Relatively Low,0.56472332,0.694162384,0.6225,Relatively High,0.247035573,WASHINGTON,0.561731615,0.82,0.162854154,0.891534392,0.783303109,0.57070666,0.9864096,0.79068304,0.088749012,0.469798658,0.467592593,0.433898305,0.206388686,0.052267045,0.053030416,0.021362098,0.006512519,0.00797517,0.011929655,0.929292929,0.956202805,0.776470588,0.923881293,2p1c,0.872161714,0.786821708,0.312078612,0.526778005,0.844577014,0.795982082,0.831320511,0.829330058,0.558124305,1,1,2533
1820,NEW MEXICO,NM,LINCOLN,0.001996572,0.996400281,0.207829408,Relatively Low,0.182536831,0.479519032,0.065900002,Very Low,0.300275482,LINCOLN,0.858947161,0.67,0.109578333,0.899470899,0.673422596,0.541559991,0.997694511,0.816463486,0.800039469,0.654362416,0.736111111,0.515254237,0.04194099,0.113822572,0.095920678,0.03617045,0.008446755,0.011267796,0.017432093,0.929292929,0.950593312,0.829411765,0.855452688,2p1c,0.903442376,0.804263533,0.38434235,0.479643851,0.878093608,0.776298761,0.848551448,0.85256908,0.558107971,1,1,2534
2504,TENNESSEE,TN,MORGAN,0.002094817,0.999487932,0.787714831,Very Low,0.803162055,0.495968543,0.087799997,Very Low,0.091158727,MORGAN,0.10525315,0.67,0.032418777,0.849206349,0.684802306,0.444237705,0.998095724,0.865707686,0.086189684,0.661073826,0.666666667,0.601694915,0.221409412,0.072945583,0.061479197,0.024061736,0.002111689,0.002199582,0.002866816,0.939393939,0.955124056,0.782352941,0.791986063,2p1c,0.90799229,0.844961236,0.347762316,0.759467548,0.893903451,0.851059727,0.976551847,0.953244758,0.558090197,1,1,2535
1209,MARYLAND,MD,CAROLINE,0.003321024,0.996882203,0.236791852,Relatively Low,0.543807642,0.680930114,0.582700005,Relatively Moderate,0.163372859,CAROLINE,0.224251344,0.79,0.051595614,0.862433862,0.735487171,0.509000342,0.993087117,0.737871444,0.045685279,0.657718121,0.658950617,0.605084746,0.150451109,0.076773417,0.063192469,0.025423306,0.006299576,0.005667634,0.005934002,0.96969697,0.962243797,0.894117647,0.799558803,2p1c,0.80249115,0.872093005,0.283539413,0.96603911,0.80549202,0.812263028,0.85883482,0.884006226,0.558077221,1,1,2536
160,ARKANSAS,AR,MISSISSIPPI,0.004044915,0.992503107,0.110120942,Relatively Moderate,0.053544137,0.61035048,0.367000008,Relatively Low,0.785823452,MISSISSIPPI,0.503817314,0.62,0.079823892,0.814814815,0.599005731,0.457135663,0.988578905,0.733870148,0.098318779,0.75,0.737654321,0.705084746,0.239209949,0.035458557,0.029810673,0.011368443,0.005128387,0.005451724,0.006406667,0.949494949,0.971089536,0.729411765,0.564657127,2p1c,0.921357664,0.91860464,0.431461856,0.751000732,0.927190751,0.890147509,0.939404789,0.984568628,0.558067892,1,1,2537
2425,SOUTH DAKOTA,SD,PERKINS,0.000276844,0.99966838,0.881922342,Very Low,0.851838544,0.564898055,0.231700001,Relatively Low,0.163372859,PERKINS,0.505467372,0.82,0.061105758,0.907407407,0.761665235,0.614860712,0.998067035,0.810670512,0.034215168,0.483221477,0.544753086,0.377966102,0.060960741,0.036482059,0.027004972,0.011876645,0.00030167,0.000283382,0.000411013,0.949494949,0.925997843,0.9,1,2p1c,0.895480025,0.781007738,0.199971411,0.428038465,0.864170477,0.873090779,0.907531029,0.845994454,0.558029364,1,1,2538
111,ARIZONA,AZ,SANTACRUZ,0.004754115,0.997873028,0.316359007,Relatively Low,0.736231884,0.453253775,0.0398,Very Low,0.330698287,SANTA CRUZ,0.612326669,0.57,0.064754268,0.759259259,0.696596648,0.643286785,0.979748132,0.702111883,0.14860811,0.741610738,0.824074074,0.591525424,0.060424287,0.072928079,0.063500764,0.025233832,0.00812734,0.008906282,0.013563432,0.939393939,0.947141316,0.570588235,0.935424022,2p1c,0.862208777,0.947674404,0.359173389,0.869628661,0.88159422,0.707857853,0.919377403,0.915149189,0.558019188,1,1,2539
2616,TEXAS,TX,FRIO,0.00182407,0.999068549,0.580521961,Very Low,0.62055336,0.437747388,0.030599999,Very Low,0.102766798,FRIO,0.395811803,0.6,0.037374081,0.82010582,0.617282769,0.458212184,0.979668511,0.647370204,0.138591243,0.926174497,0.927469136,0.850847458,0.077883443,0.043969373,0.04726912,0.015992198,0.000656576,0.000917617,0.001638915,0.888888889,0.939158576,0.823529412,0.927450606,2p1c,0.853677687,0.922480614,0.324529771,0.781980854,0.866597238,0.771747916,0.948843423,0.910312004,0.557987852,1,1,2540
1612,MONTANA,MT,BROADWATER,0.000668522,0.999813994,0.945576066,Very Low,0.699181254,0.597472204,0.330400009,Relatively Low,0.51595144,BROADWATER,0.509300266,0.88,0.02363573,0.896825397,0.655486895,0.652725701,0.992973155,0.843737335,0.038086803,0.447986577,0.489197531,0.366101695,0.062911485,0.135373763,0.125264443,0.042866669,0.001774528,0.001997166,0.003015809,0.929292929,0.941316073,0.811764706,0.839823421,2p1c,0.828368788,0.837209279,0.134478142,0.691037522,0.819089068,0.702328065,0.756923445,0.769547222,0.557987577,1,1,2541
2795,UTAH,UT,DUCHESNE,0.001952097,0.999497961,0.793125398,Very Low,0.553904866,0.627525411,0.422700005,Relatively Moderate,0.272999864,DUCHESNE,0.613645642,0.75,0.06963402,0.833333333,0.802124913,0.540389499,0.987658046,0.814260613,0.240967544,0.42114094,0.473765432,0.33220339,0.070909534,0.077777354,0.067638088,0.025257332,0.003016698,0.003238648,0.004490318,0.949494949,0.955124056,0.847058824,0.904598394,2p1c,0.879270955,0.858527154,0.252498301,0.585955715,0.871605304,0.764962355,0.812247632,0.832292205,0.55791982,1,1,2542
2902,VIRGINIA,VA,LUNENBURG,0.00118593,0.999517556,0.805537874,Very Low,0.588784213,0.512506999,0.114899998,Very Low,0.04888704,LUNENBURG,0.224865952,0.87,0.028887661,0.854497354,0.228552757,0.496936198,0.999591149,0.738522167,0.155316827,0.687919463,0.692901235,0.627118644,0.216581322,0.052519059,0.043483891,0.018354014,0.001366387,0.001308954,0.001212489,0.95959596,0.966558792,0.823529412,0.886279999,2p1c,0.895480025,0.875968987,0.349135457,0.871276452,0.891381031,0.906137371,0.912550956,0.966694948,0.557896113,1,1,2543
1427,MISSISSIPPI,MS,COPIAH,0.002827003,0.998221925,0.369191598,Relatively Low,0.416273016,0.544525296,0.185900002,Very Low,0.314373855,COPIAH,0.565531585,0.62,0.043071986,0.796296296,0.553667034,0.415611158,0.992172211,0.760548498,0.010927806,0.825503356,0.833333333,0.752542373,0.27832236,0.035335768,0.031870511,0.010661955,0.001526094,0.001646313,0.001952312,0.949494949,0.973031284,0.811764706,0.968475326,2p1c,0.941106636,0.883720944,0.23989105,0.652070734,0.935200302,0.806821355,0.882921737,0.906947245,0.557831998,1,1,2544
152,ARKANSAS,AR,LEE,0.000852518,0.998625529,0.441756843,Relatively Low,0.602371542,0.46430939,0.049000001,Very Low,0.103135705,LEE,0.523372093,0.48,0.019985739,0.80952381,0.630567287,0.36966187,0.995692649,0.628707059,0.265930233,0.77852349,0.757716049,0.738983051,0.263740551,0.036231847,0.020475064,0.009163788,0.000159708,0.000134944,0.000231195,0.939393939,0.982955771,0.711764706,0.926033287,2p1c,0.921357664,0.93798449,0.406729953,0.751000732,0.932743945,0.890147509,0.938656087,0.983622363,0.55778106,1,1,2545
263,COLORADO,CO,DENVER,0.071474231,0.986317512,0.063971992,Relatively Moderate,0.047060277,0.668182183,0.543899994,Relatively Moderate,0.71763834,DENVER,0.99129307,0.83,0.22468438,0.756613757,0.849816961,0.58220829,0.762997257,0.504448473,0.921794159,0.587248322,0.655864198,0.466101695,0.065935138,0.146923421,0.120673606,0.05211124,0.172998776,0.182578773,0.14837059,0.96969697,0.985329018,0.841176471,0.658626865,2p1c,0.538490212,0.703488382,0.555496929,0.872931139,0.516488574,0.361970268,0.613602166,0.568471099,0.557674368,1,1,2546
